AGENCY,AWARDIDIDV,BUREAU,CONTRACT_NUMBER,DATASOURCE,DATE,DESCR,FROM_ZIP_CODE,LONGDESCR,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,PRICE,PSC,TO_ZIP_CODE,UNIT_OF_ISSUE,UNITS,VENDOR,EXTENDED_PRICE,PRODUCT_DESCRIPTION,QUANTITY,UNSPSC_CODE,ORDERING_PROCESS,PSC_DESCRIPTION,DUNS_NUMBER
DEPARTMENT OF THE AIR FORCE,NGAKXA8917N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/1/2013,"KATUN # KP37481 - 1 EA by UPS/FedExGd, Cmpt Cyn Tnr #CE251A 7K, LJ 3525/3530 Cy","OTHER, UNDEFINED","KATUN # KP37481 - 1 EA by UPS/FedExGd, Cmpt Cyn Tnr #CE251A 7K, LJ 3525/3530 Cy",KATUN,KP37481,112.06,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",112.06,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXA8917N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/1/2013,"KATUN # KP37483 - 1 EA by UPS/FedExGd, Cmpt Yl Tnr #CE252A 7K, LJ 3525/3530 Yel","OTHER, UNDEFINED","KATUN # KP37483 - 1 EA by UPS/FedExGd, Cmpt Yl Tnr #CE252A 7K, LJ 3525/3530 Yel",KATUN,KP37483,112.06,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",224.12,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXA8917N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/1/2013,"KATUN # KP37826 - 1 EA by UPS/FedExGd, Cmpt Blk Tnr #CE250X 10.5K, LJ 3525/3530","OTHER, UNDEFINED","KATUN # KP37826 - 1 EA by UPS/FedExGd, Cmpt Blk Tnr #CE250X 10.5K, LJ 3525/3530",KATUN,KP37826,118.88,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",118.88,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXA8956N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/1/2013,"BOORUM & PEASE # 29900235BGD - 1 PK , ESS29900235BGD by UPS/FedExGd, Esselte Ce","OTHER, UNDEFINED","BOORUM & PEASE # 29900235BGD - 1 PK , ESS29900235BGD by UPS/FedExGd, Esselte Ce",BOORUM & PEASE,ESS29900235BGD,6.53,7510,"OTHER, UNDEFINED",PK,10,"CAPITOL SUPPLY, INC.",65.3,OFFICE SUPPLIES,10,60101603,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXA9366N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/1/2013,"KATUN # KP37993 - 1 BOX by UPS/FedExGd, Cmpt YW Sld Ink 108R00725, Phaser(TM) 8","OTHER, UNDEFINED","KATUN # KP37993 - 1 BOX by UPS/FedExGd, Cmpt YW Sld Ink 108R00725, Phaser(TM) 8",KATUN,KATKP37993,42.44,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",42.44,OFFICE SUPPLIES,1,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB1299N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/1/2013,"OFFICEMAX # OM99146 - 1 PK , H4OM99146 by UPS/FedExGd, OfficeMax - Quality Pape","OTHER, UNDEFINED","OFFICEMAX # OM99146 - 1 PK , H4OM99146 by UPS/FedExGd, OfficeMax - Quality Pape",OFFICEMAX,OM99146,6.02,7510,"OTHER, UNDEFINED",PK,17,"CAPITOL SUPPLY, INC.",102.34,OFFICE SUPPLIES,17,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB2057N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/3/2013,"3M # MMMC61 - 1 EA by UPS/FedExGd, 3M(TM) DESKTOP ORGANIZER - BLACK, RECYCLED,","OTHER, UNDEFINED","3M # MMMC61 - 1 EA by UPS/FedExGd, 3M(TM) DESKTOP ORGANIZER - BLACK, RECYCLED,",3M,MMMC61,18.22,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",36.44,OFFICE SUPPLIES,2,44121605,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB2103N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/4/2013,"MEMOREX # 05623 - 1 PK , MEM05623 , S705623 by UPS/FedExGd, Memorex - DVD+R 16X","OTHER, UNDEFINED","MEMOREX # 05623 - 1 PK , MEM05623 , S705623 by UPS/FedExGd, Memorex - DVD+R 16X",MEMOREX,MEM05623,45.1,7510,"OTHER, UNDEFINED",PK,10,"CAPITOL SUPPLY, INC.",451,OFFICE SUPPLIES,10,43202003,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB2368N,AIR NATIONAL GUARD BUREAU (FOR FLEET LEASE),GS-02F-XA001,OS2,2/4/2013,"HAMMERMILL # 86704 , HAM86704 by UPS/FedExGd, Hammermill Copy Paper - Legal - 8","OTHER, UNDEFINED","HAMMERMILL # 86704 , HAM86704 by UPS/FedExGd, Hammermill Copy Paper - Legal - 8",HAMMERMILL,HAM86704,54.08,7510,"OTHER, UNDEFINED",CT,6,"CAPITOL SUPPLY, INC.",324.48,OFFICE SUPPLIES,6,14111507,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB3455N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/4/2013,"AbilityOne NSN# 7105-01-424-6480 NISH # 7105014246480 - 1 BX by UPS/FedExGd, Fr","OTHER, UNDEFINED","AbilityOne NSN# 7105-01-424-6480 NISH # 7105014246480 - 1 BX by UPS/FedExGd, Fr",NIB,7.10501E+12,87.06,7105,"OTHER, UNDEFINED",BX,2,"CAPITOL SUPPLY, INC.",174.12,HOUSEHOLD FURNITURE,2,0,GSA ADVANTAGE!,HOUSEHOLD FURNITURE,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-C9720A - 1 CTG by UPS/FedExGd, Cmpt Blk Tnr C9720A 9k Yld, The Ma","OTHER, UNDEFINED","PREMIER # 100-C9720A - 1 CTG by UPS/FedExGd, Cmpt Blk Tnr C9720A 9k Yld, The Ma",PREMIER,100C9720A,78.32,7510,"OTHER, UNDEFINED",CT,2,"CAPITOL SUPPLY, INC.",156.64,OFFICE SUPPLIES,2,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-C9721A - 1 CTG by UPS/FedExGd, Cmpt Cyn Tnr C9721A 8k Yld, The Ma","OTHER, UNDEFINED","PREMIER # 100-C9721A - 1 CTG by UPS/FedExGd, Cmpt Cyn Tnr C9721A 8k Yld, The Ma",PREMIER,100C9721A,77.53,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",77.53,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-C9722A - 1 CTG by UPS/FedExGd, Cmpt Yel Tnr C9722A 8k Yld, The Ma","OTHER, UNDEFINED","PREMIER # 100-C9722A - 1 CTG by UPS/FedExGd, Cmpt Yel Tnr C9722A 8k Yld, The Ma",PREMIER,100C9722A,76.79,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",76.79,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-C9723A - 1 CTG by UPS/FedExGd, Cmpt Mgt Tnr, The Manufacturer is","OTHER, UNDEFINED","PREMIER # 100-C9723A - 1 CTG by UPS/FedExGd, Cmpt Mgt Tnr, The Manufacturer is",PREMIER,100C9723A,77.53,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",77.53,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-CE250X - 1 CTG by UPS/FedExGd, Cmpt HY Tnr CE250X 10.5k Yld, LJ C","OTHER, UNDEFINED","PREMIER # 100-CE250X - 1 CTG by UPS/FedExGd, Cmpt HY Tnr CE250X 10.5k Yld, LJ C",PREMIER,100CE250X,98.84,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",98.84,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-CE252A - 1 CTG by UPS/FedExGd, Cmpt Yel Tnr CE252A 7k Yld, LJ CP3","OTHER, UNDEFINED","PREMIER # 100-CE252A - 1 CTG by UPS/FedExGd, Cmpt Yel Tnr CE252A 7k Yld, LJ CP3",PREMIER,100CE252A,105.55,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",105.55,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB5931N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"PREMIER # 100-CE253A - 1 CTG by UPS/FedExGd, Cmpt Mag Tnr CE253A 7k Yld, LJ CP3","OTHER, UNDEFINED","PREMIER # 100-CE253A - 1 CTG by UPS/FedExGd, Cmpt Mag Tnr CE253A 7k Yld, LJ CP3",PREMIER,100CE253A,105.55,7510,"OTHER, UNDEFINED",CT,2,"CAPITOL SUPPLY, INC.",211.1,OFFICE SUPPLIES,2,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB6095N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"AbilityOne NSN# 7520-01-207-4119 NISH # 7520-01-207-4119 - 1 EA by UPS/FedExGd,","OTHER, UNDEFINED","AbilityOne NSN# 7520-01-207-4119 NISH # 7520-01-207-4119 - 1 EA by UPS/FedExGd,",NIB,7.52001E+12,7.86,7520,"OTHER, UNDEFINED",EA,4,"CAPITOL SUPPLY, INC.",31.44,OFFICE DEVICES AND ACCESSORIES,4,44121604,GSA ADVANTAGE!,OFFICE DEVICES AND ACCESSORIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB6629N,"AIR FORCE LOGISTICS COMMAND (HISTORICAL, NOT FOR FLEET LEASE",GS-02F-XA001,OS2,2/5/2013,"AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE","OTHER, UNDEFINED","AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE",NIB,7.53002E+12,52.81,7530,"OTHER, UNDEFINED",BX,6,"CAPITOL SUPPLY, INC.",316.86,STATIONERY AND RECORD FORMS,6,14111507,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB7148N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,ExHiYd RtnPrg Tnr 15K Yd (continue),"OTHER, UNDEFINED",ExHiYd RtnPrg Tnr 15K Yd (continue),LEXMARK,LEXX463X41G,224.56,7510,"OTHER, UNDEFINED",CT,2,"CAPITOL SUPPLY, INC.",449.12,OFFICE SUPPLIES,2,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB8067N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"AbilityOne NSN# 7105-01-440-6074 NISH # 7105014406074 - 1 DZ by UPS/FedExGd, Fr","OTHER, UNDEFINED","AbilityOne NSN# 7105-01-440-6074 NISH # 7105014406074 - 1 DZ by UPS/FedExGd, Fr",NIB,7.10501E+12,53.96,7105,"OTHER, UNDEFINED",DZ,1,"CAPITOL SUPPLY, INC.",53.96,HOUSEHOLD FURNITURE,1,0,GSA ADVANTAGE!,HOUSEHOLD FURNITURE,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB9003N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"MSE # 02-21-7814 - 1 EA by UPS/FedExGd, Cmpt LJ Tnr CE278A 2.1K Yld, LJ M1536dn","OTHER, UNDEFINED","MSE # 02-21-7814 - 1 EA by UPS/FedExGd, Cmpt LJ Tnr CE278A 2.1K Yld, LJ M1536dn",MSE,2217814,49.47,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",98.94,OFFICE SUPPLIES,2,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB9618N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"INVERA # E278J - 1 EA , IVRE278J by UPS/FedExGd, E278J Compatible, Remanufactur","OTHER, UNDEFINED","INVERA # E278J - 1 EA , IVRE278J by UPS/FedExGd, E278J Compatible, Remanufactur",INVERA,IVRE278J,50.57,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",101.14,OFFICE SUPPLIES,2,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB9786N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"XEROX # 106R01566 - 1 EA , XER106R01566 by UPS/FedExGd, Xerox Toner Cartridge -","OTHER, UNDEFINED","XEROX # 106R01566 - 1 EA , XER106R01566 by UPS/FedExGd, Xerox Toner Cartridge -",XEROX,XER106R01566,399.41,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",399.41,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB9786N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"XEROX # 106R01568 - 1 EA , XER106R01568 by UPS/FedExGd, Xerox Toner Cartridge -","OTHER, UNDEFINED","XEROX # 106R01568 - 1 EA , XER106R01568 by UPS/FedExGd, Xerox Toner Cartridge -",XEROX,XER106R01568,399.41,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",399.41,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXB9786N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/5/2013,"XEROX # 106R01569 - 1 CTG , XER106R01569 by UPS/FedExGd, Xerox Toner Cartridge","OTHER, UNDEFINED","XEROX # 106R01569 - 1 CTG , XER106R01569 by UPS/FedExGd, Xerox Toner Cartridge",XEROX,XER106R01569,320.29,7510,"OTHER, UNDEFINED",CT,3,"CAPITOL SUPPLY, INC.",960.87,OFFICE SUPPLIES,3,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC1976N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/6/2013,"INVERA # 46416 - 1 EA , IVR46416 by UPS/FedExGd, Antiglare Blur Privacy Monitor","OTHER, UNDEFINED","INVERA # 46416 - 1 EA , IVR46416 by UPS/FedExGd, Antiglare Blur Privacy Monitor",INVERA,IVR46416,168.8,7510,"OTHER, UNDEFINED",EA,4,"CAPITOL SUPPLY, INC.",675.2,OFFICE SUPPLIES,4,46181805,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC2313N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/6/2013,"AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE","OTHER, UNDEFINED","AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE",NIB,7.53002E+12,52.81,7530,"OTHER, UNDEFINED",BX,4,"CAPITOL SUPPLY, INC.",211.24,STATIONERY AND RECORD FORMS,4,14111507,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC2313N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/6/2013,"FELLOWES # 35250 - 1 EA , FEL35250 , K735250 by UPS/FedExGd, Fellowes Powershre","OTHER, UNDEFINED","FELLOWES # 35250 - 1 EA , FEL35250 , K735250 by UPS/FedExGd, Fellowes Powershre",FELLOWES,35250,4.82,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",4.82,OFFICE SUPPLIES,1,15121520,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC2497N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/6/2013,"AEAROEAR # 9403MO - 1 EA , SAF9403MO by UPS/FedExGd, Safco Literature Organizer","OTHER, UNDEFINED","AEAROEAR # 9403MO - 1 EA , SAF9403MO by UPS/FedExGd, Safco Literature Organizer",AEAROEAR,SAF9403MO,99.7,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",199.4,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC4232N,AIR FORCE MATERIEL COMMAND (FOR FLEET LEASE),GS-02F-XA001,OS2,2/7/2013,"AT-A-GLANCE # 76-06-05 - 1 EA , AAG760605 by UPS/FedExGd, At-A-Glance QuickNote","OTHER, UNDEFINED","AT-A-GLANCE # 76-06-05 - 1 EA , AAG760605 by UPS/FedExGd, At-A-Glance QuickNote",AT-A-GLANCE,AAG760605,15.43,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",15.43,OFFICE SUPPLIES,1,44112005,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC4232N,AIR FORCE MATERIEL COMMAND (FOR FLEET LEASE),GS-02F-XA001,OS2,2/7/2013,"AT-A-GLANCE # SW705X50-13 - 1 EA , B1SW705X50-13 by UPS/FedExGd, At-A-Glance -","OTHER, UNDEFINED","AT-A-GLANCE # SW705X50-13 - 1 EA , B1SW705X50-13 by UPS/FedExGd, At-A-Glance -",AT-A-GLANCE,AAGSW705X5013,6.64,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",6.64,OFFICE SUPPLIES,1,44112002,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC4232N,AIR FORCE MATERIEL COMMAND (FOR FLEET LEASE),GS-02F-XA001,OS2,2/7/2013,"AbilityOne # 7510-00-282-8201 7510 CLIP,BINDER,.25 CAP","OTHER, UNDEFINED","AbilityOne # 7510-00-282-8201 7510 CLIP,BINDER,.25 CAP",NIB,7.51E+12,0.73,7510,"OTHER, UNDEFINED",DZ,4,"CAPITOL SUPPLY, INC.",2.92,OFFICE SUPPLIES,4,44122105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC4232N,AIR FORCE MATERIEL COMMAND (FOR FLEET LEASE),GS-02F-XA001,OS2,2/7/2013,"Alkaline Battery, AAA, 12/PK (continue)","OTHER, UNDEFINED","Alkaline Battery, AAA, 12/PK (continue)",DURACELL,DURMN24RT12Z,10.61,7510,"OTHER, UNDEFINED",PK,2,"CAPITOL SUPPLY, INC.",21.22,OFFICE SUPPLIES,2,26111702,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC4333N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"MAGNA VISUAL # P-240P - 1 RL , MAVP240P by UPS/FedExGd, Magna Visual Magnetic T","OTHER, UNDEFINED","MAGNA VISUAL # P-240P - 1 RL , MAVP240P by UPS/FedExGd, Magna Visual Magnetic T",MAGNA VISUAL,MAVP240P,37.83,7510,"OTHER, UNDEFINED",RL,3,"CAPITOL SUPPLY, INC.",113.49,OFFICE SUPPLIES,3,44111908,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC4587N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"AbilityOne NSN# 8115-01-455-4038 NISH # 8115014554038 - 1 BD by UPS/FedExGd, Fi","OTHER, UNDEFINED","AbilityOne NSN# 8115-01-455-4038 NISH # 8115014554038 - 1 BD by UPS/FedExGd, Fi",NIB,8.11501E+12,50.83,8115,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",101.66,"BOXES, CARTONS, AND CRATES",2,0,GSA ADVANTAGE!,"BOXES, CARTONS, AND CRATES",131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC5605N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"BOORUM & PEASE # 29900235BGD - 1 PK , ESS29900235BGD by UPS/FedExGd, Esselte Ce","OTHER, UNDEFINED","BOORUM & PEASE # 29900235BGD - 1 PK , ESS29900235BGD by UPS/FedExGd, Esselte Ce",BOORUM & PEASE,ESS29900235BGD,6.53,7510,"OTHER, UNDEFINED",PK,20,"CAPITOL SUPPLY, INC.",130.6,OFFICE SUPPLIES,20,60101603,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC6569N,AIR FORCE MATERIEL COMMAND (FOR FLEET LEASE),GS-02F-XA001,OS2,2/7/2013,"AbilityOne NSN# 7510-01-545-3742 UNICOR # 166113 - 1 PK by UPS/FedExGd, Ability","OTHER, UNDEFINED","AbilityOne NSN# 7510-01-545-3742 UNICOR # 166113 - 1 PK by UPS/FedExGd, Ability",NIB,7.51002E+12,5.7,7510,"OTHER, UNDEFINED",PK,5,"CAPITOL SUPPLY, INC.",28.5,OFFICE SUPPLIES,5,44121500,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC6900N,AIR FORCE SPACE COMMAND (NOT FOR FLEET LEASE),GS-02F-XA001,OS2,2/7/2013,"TUL # OM01892 - 1 PK , N1OM01892 by UPS/FedExGd, TUL - Retractable Gel Ink Pens","OTHER, UNDEFINED","TUL # OM01892 - 1 PK , N1OM01892 by UPS/FedExGd, TUL - Retractable Gel Ink Pens",TUL,OM01892,4.62,7510,"OTHER, UNDEFINED",PK,15,"CAPITOL SUPPLY, INC.",69.3,OFFICE SUPPLIES,15,44121908,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC7030N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,Use/Rtn Blk Tnr 2K Yld (continue),"OTHER, UNDEFINED",Use/Rtn Blk Tnr 2K Yld (continue),DEL,PK492,62.62,7510,"OTHER, UNDEFINED",CT,4,"CAPITOL SUPPLY, INC.",250.48,OFFICE SUPPLIES,4,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC7773N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"MSE # 02-21-51016 - 1 EA by UPS/FedExGd, Cmpt HY Bk Tnr CE400X 11k Yd, HP Color","OTHER, UNDEFINED","MSE # 02-21-51016 - 1 EA by UPS/FedExGd, Cmpt HY Bk Tnr CE400X 11k Yd, HP Color",MSE,22151016,107.61,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",215.22,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC7773N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"MSE # 02-21-51114 - 1 EA by UPS/FedExGd, Cmpt Cy Tnr CE401A 6k Yld, HP Color La","OTHER, UNDEFINED","MSE # 02-21-51114 - 1 EA by UPS/FedExGd, Cmpt Cy Tnr CE401A 6k Yld, HP Color La",MSE,22151114,107.61,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",215.22,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC7773N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"MSE # 02-21-51214 - 1 EA by UPS/FedExGd, Cmpt Yw Tnr CE402A 6k Yld, HP Color La","OTHER, UNDEFINED","MSE # 02-21-51214 - 1 EA by UPS/FedExGd, Cmpt Yw Tnr CE402A 6k Yld, HP Color La",MSE,22151214,107.61,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",215.22,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC7773N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"MSE # 02-21-51314 - 1 EA by UPS/FedExGd, Cmpt Mg Tnr CE403A 6k Yld, HP Color La","OTHER, UNDEFINED","MSE # 02-21-51314 - 1 EA by UPS/FedExGd, Cmpt Mg Tnr CE403A 6k Yld, HP Color La",MSE,22151314,107.61,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",215.22,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF THE AIR FORCE,NGAKXC7869N,DEPARTMENT OF THE AIR FORCE,GS-02F-XA001,OS2,2/7/2013,"LIQUID PAPER # 89465 - 1 DZ OF ( 12 EA) , PAP89465 by UPS/FedExGd, Paper Mate P","OTHER, UNDEFINED","LIQUID PAPER # 89465 - 1 DZ OF ( 12 EA) , PAP89465 by UPS/FedExGd, Paper Mate P",LIQUID PAPER,PAP89465,9.42,7510,"OTHER, UNDEFINED",DZ,25,"CAPITOL SUPPLY, INC.",235.5,OFFICE SUPPLIES,25,44121704,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
